Geneid	WT_C_1	WT_C_2	WT_C_3	WT_T_1	WT_T_2	WT_T_3	KO_C_1	KO_C_2	KO_C_3	KO_T_1	KO_T_2	KO_T_3
ENSMUSG000000259346	6	9	10	14	23	34	11	7	7	18	15	19
ENSMUSG00000138037	1	3	0	3	1	4	2	0	1	0	1	0
ENSMUSG00000096375	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121505	9	29	29	62	59	68	33	21	22	19	12	17
ENSMUSG000000259368	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000141880	0	3	3	7	0	6	2	1	1	0	3	1
ENSMUSG00000093963	3	1	8	9	3	7	6	0	4	1	0	4
ENSMUSG00000141838	1	0	1	0	5	8	1	0	1	0	0	2
ENSMUSG00000067750	0	3	2	5	5	7	7	6	6	0	0	2
ENSMUSG00000086194	0	4	2	1	6	12	3	1	4	1	0	3
ENSMUSG00000141922	2	0	0	8	0	12	10	1	2	2	1	1
ENSMUSG00000094436	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041722	3	2	9	7	13	10	8	7	17	0	3	1
ENSMUSG00000085507	1	6	3	8	10	5	4	0	4	2	0	1
ENSMUSG00000094926	0	0	0	2	0	0	1	0	0	0	3	1
ENSMUSG00000085079	9	15	12	21	19	27	9	6	7	5	3	12
ENSMUSG00000129191	1	2	2	3	3	4	3	0	0	0	1	1
ENSMUSG00000085679	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG000000280337	565	318	469	102	75	94	583	429	482	326	420	398
ENSMUSG00000104138	17	14	18	20	3	9	19	16	20	6	14	16
ENSMUSG00000128794	11	9	13	4	9	9	7	13	12	6	8	10
ENSMUSG00000082935	263	142	197	50	92	34	405	235	305	518	456	224
ENSMUSG00000103748	56	31	54	17	5	7	31	28	40	14	40	52
ENSMUSG00000124418	104	65	83	14	11	25	96	73	65	48	93	109
ENSMUSG00000123368	34	17	25	7	0	7	31	19	15	11	28	22
ENSMUSG00000099692	1	0	0	4	2	6	3	1	0	0	0	0
ENSMUSG00000140384	2	1	1	5	3	4	0	0	5	1	0	0
ENSMUSG00000124412	1	3	2	5	1	8	2	1	1	2	1	1
ENSMUSG00000100418	0	1	0	0	4	2	0	1	1	1	0	1
ENSMUSG00000128972	3	1	4	9	6	1	3	3	3	3	0	3
ENSMUSG00000135509	3	0	0	1	5	4	2	1	0	0	2	1
ENSMUSG000000416700	13	24	32	60	52	68	32	23	25	10	6	17
ENSMUSG00000097642	0	1	0	2	0	4	0	0	1	0	0	0
ENSMUSG00000131366	0	1	5	14	7	13	3	1	2	1	1	0
ENSMUSG00000141541	2	1	0	4	3	8	3	4	3	0	1	7
ENSMUSG00000128277	0	1	0	0	1	5	0	1	0	2	2	0
ENSMUSG00000101468	5	6	4	12	15	10	6	2	3	2	2	3
ENSMUSG00000101227	8	8	14	32	29	41	14	14	10	9	5	14
ENSMUSG00000073730	2	3	3	3	7	3	3	5	5	0	0	3
ENSMUSG00000141721	1	8	9	14	12	16	9	8	8	1	2	7
ENSMUSG00000141755	7	17	11	22	11	8	11	7	5	6	0	1
ENSMUSG00000089553	0	0	1	1	0	3	0	1	2	0	0	0
ENSMUSG00000102766	1	1	1	1	1	3	0	0	0	0	0	1
ENSMUSG00000134304	12	6	8	24	10	30	18	5	12	8	6	5
ENSMUSG00000065405	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000097970	0	0	2	1	2	1	2	3	1	0	0	1
ENSMUSG00000065567	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100775	0	0	1	1	0	1	0	0	0	0	0	0
ENSMUSG00000133147	3	2	7	4	3	3	5	9	9	11	8	14
ENSMUSG00000101226	0	1	1	1	0	6	2	0	1	1	0	1
ENSMUSG000000261582	50	45	60	73	54	70	71	57	60	83	121	94
ENSMUSG00000138593	0	0	0	3	0	0	1	0	0	0	0	1
ENSMUSG00000097920	1	0	3	2	0	7	3	0	0	2	0	0
ENSMUSG00000099503	7	23	24	76	18	50	13	8	19	4	4	8
ENSMUSG00000142633	0	0	3	1	2	3	0	1	1	1	0	1
ENSMUSG00000026156	70	67	70	80	48	47	100	62	62	151	172	179
ENSMUSG000000261554	379	216	338	233	131	137	393	290	322	420	510	489
ENSMUSG00000141937	0	1	3	4	1	12	2	0	1	0	0	1
ENSMUSG00000141893	4	3	10	6	6	17	11	2	4	0	1	6
ENSMUSG00000026154	96	41	76	9	24	19	105	100	71	198	151	99
ENSMUSG00000102495	0	0	3	6	0	4	1	0	0	1	1	1
ENSMUSG000000261536	45	27	31	40	21	57	49	25	35	35	35	29
ENSMUSG00000143955	2	2	2	7	5	5	1	3	0	2	1	0
ENSMUSG00000102398	0	2	2	11	5	8	7	5	6	2	1	1
ENSMUSG00000122847	6	5	5	6	5	10	9	3	3	5	3	0
ENSMUSG00000097670	0	1	0	5	2	3	0	0	1	1	0	3
ENSMUSG000000261477	10	11	10	43	32	52	15	7	21	10	8	12
ENSMUSG000000261414	6	14	15	67	48	82	19	9	27	2	2	16
ENSMUSG00000125396	1	4	5	17	12	11	2	4	5	0	2	3
ENSMUSG00000125434	0	1	1	6	1	2	1	1	2	0	0	2
ENSMUSG00000077463	0	0	0	1	0	4	1	2	0	0	0	0
ENSMUSG00000099997	15	9	12	8	6	8	31	10	23	15	16	14
ENSMUSG00000100131	38	36	22	33	17	29	23	16	37	27	36	22
ENSMUSG00000067736	10	7	11	10	6	20	8	1	12	10	6	3
ENSMUSG00000138098	1	4	2	1	2	4	5	0	2	2	2	1
ENSMUSG00000101939	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101111	374	195	287	121	194	102	423	358	386	591	761	374
ENSMUSG00000100862	226	83	187	110	108	81	174	174	259	174	256	129
ENSMUSG00000102070	486	130	172	93	90	77	240	217	257	311	435	196
ENSMUSG00000101249	492	213	336	242	302	120	534	438	500	886	869	603
ENSMUSG00000127021	13	8	11	19	35	24	9	7	10	11	12	14
ENSMUSG00000073725	582	374	533	243	243	181	597	434	463	728	752	739
ENSMUSG00000133176	3	1	0	3	2	5	0	0	1	4	2	2
ENSMUSG00000129414	0	0	1	8	2	3	4	0	3	1	0	0
ENSMUSG00000143216	0	0	3	5	4	7	0	0	0	0	1	0
ENSMUSG00000100808	0	1	2	7	1	11	0	2	1	1	0	1
ENSMUSG00000130976	0	1	1	7	6	7	0	2	1	0	3	6
ENSMUSG00000100483	2	0	3	8	1	13	5	1	7	0	1	3
ENSMUSG00000135830	0	3	0	3	0	1	0	0	0	1	0	0
ENSMUSG00000100450	2	5	7	14	4	19	2	2	4	2	0	1
ENSMUSG00000099392	0	0	2	3	5	10	1	0	1	1	0	1
ENSMUSG00000122244	0	6	4	17	10	17	5	3	3	0	1	1
ENSMUSG000000335698	24	32	32	91	61	112	40	27	31	10	12	20
ENSMUSG00000080849	0	0	0	4	4	1	0	0	1	0	0	0
ENSMUSG00000122289	0	1	2	2	0	2	0	1	0	0	0	0
ENSMUSG00000104257	2	12	3	11	5	4	6	6	0	3	0	5
ENSMUSG00000119153	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000102296	2	0	4	3	1	2	1	0	3	0	0	0
ENSMUSG00000103209	2	1	2	19	10	18	6	0	6	2	1	4
ENSMUSG00000104027	2	5	10	12	11	19	3	0	3	2	2	3
ENSMUSG00000102407	3	3	3	10	12	13	11	5	9	5	0	3
ENSMUSG00000103214	3	1	5	7	9	18	5	6	3	4	1	10
ENSMUSG00000104100	6	5	4	10	6	13	11	2	5	3	1	1
ENSMUSG00000084740	0	0	0	1	2	0	0	0	0	0	0	0
ENSMUSG00000103889	0	7	4	5	3	8	1	4	8	1	0	1
ENSMUSG00000101301	1	1	1	10	2	0	1	2	0	1	0	2
ENSMUSG00000104221	1	4	7	7	7	14	1	2	1	1	1	1
ENSMUSG00000102250	1	4	3	26	6	8	1	3	6	0	0	3
ENSMUSG00000102317	4	6	7	23	17	52	5	3	7	3	1	2
ENSMUSG00000133748	0	0	0	4	2	10	0	1	0	0	1	0
ENSMUSG00000103563	3	1	4	5	12	12	10	3	1	5	0	2
ENSMUSG00000102465	10	5	3	19	10	16	9	0	5	4	2	8
ENSMUSG00000102659	13	12	11	30	20	27	11	7	11	5	3	7
ENSMUSG00000103924	0	2	2	14	11	14	4	2	1	3	0	1
ENSMUSG00000104132	2	1	3	22	10	25	6	4	7	2	2	4
ENSMUSG00000102747	0	0	1	6	3	1	1	2	0	1	3	0
ENSMUSG00000102386	4	6	6	2	6	9	6	4	5	0	1	2
ENSMUSG00000103004	3	3	5	4	7	4	4	1	1	0	1	2
ENSMUSG00000135201	0	3	0	2	0	2	1	0	0	0	0	0
ENSMUSG00000104516	0	0	0	4	2	9	0	0	0	0	2	0
ENSMUSG00000130306	0	0	6	8	9	8	2	4	2	1	0	2
ENSMUSG00000101618	0	1	0	2	0	2	1	0	1	0	1	0
ENSMUSG00000099458	4	3	2	0	2	3	2	3	0	0	0	1
ENSMUSG00000088111	0	0	3	0	1	0	1	1	2	0	0	0
ENSMUSG00000140232	3	5	17	25	18	29	13	4	12	2	2	5
ENSMUSG00000073722	3	5	6	15	19	41	11	3	8	6	6	8
ENSMUSG00000119695	0	0	0	1	0	3	0	0	1	1	0	2
ENSMUSG00000133566	0	0	5	7	13	5	4	1	3	2	1	1
ENSMUSG00000100310	0	1	0	0	1	5	0	0	0	0	1	0
ENSMUSG00000129952	1	0	3	15	9	22	2	7	3	3	1	1
ENSMUSG00000101514	1	5	1	13	8	13	3	2	6	2	0	3
ENSMUSG00000101033	0	0	3	1	0	1	1	0	0	0	0	0
ENSMUSG00000101372	1	4	4	18	7	27	7	2	4	2	1	3
ENSMUSG00000129466	0	1	1	3	2	1	0	0	1	0	0	1
ENSMUSG00000141222	0	2	5	16	4	6	3	2	3	0	0	1
ENSMUSG00000139702	0	0	0	2	0	3	0	0	0	0	0	0
ENSMUSG00000103241	2	3	4	9	3	10	3	3	2	4	4	4
ENSMUSG00000086240	24	19	21	13	13	6	43	42	28	75	78	31
ENSMUSG00000138065	1	2	4	9	4	16	3	2	5	0	1	7
ENSMUSG00000048411	1	3	5	13	11	21	6	4	5	1	1	1
ENSMUSG00000081557	1	3	3	8	11	6	5	1	3	4	8	3
ENSMUSG00000058590	0	1	0	3	0	0	0	0	0	2	0	0
ENSMUSG00000124238	0	0	0	0	1	1	0	0	0	3	0	0
ENSMUSG00000101235	2	0	0	4	1	1	0	0	2	0	0	1
ENSMUSG00002075209	0	0	0	5	0	1	5	0	0	0	0	0
ENSMUSG00002076857	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00002074912	1	0	1	1	3	1	0	0	2	1	0	2
ENSMUSG00000128221	0	0	0	4	3	3	1	0	1	0	2	0
ENSMUSG00000099257	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099492	17	25	21	8	11	16	26	20	23	20	30	15
ENSMUSG00000123191	0	1	0	2	3	0	0	0	2	0	0	0
ENSMUSG00000118548	1	1	0	3	5	6	3	0	1	1	1	0
ENSMUSG00000101726	2	4	3	3	6	4	4	2	1	0	2	1
ENSMUSG00002075317	0	0	0	2	1	5	1	2	0	0	0	1
ENSMUSG00000127937	6	12	10	44	33	45	12	7	11	9	4	2
ENSMUSG00002075289	1	1	0	0	2	0	0	0	0	0	0	0
ENSMUSG00000124992	0	1	0	5	3	6	1	0	0	0	0	0
ENSMUSG00000125037	0	5	6	17	16	19	8	5	3	3	4	4
ENSMUSG00000053185	13	7	13	17	19	28	11	9	16	5	5	10
ENSMUSG00000142156	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000100261	9	4	15	13	13	9	9	7	9	10	12	8
ENSMUSG00000101180	0	2	0	1	0	1	3	1	0	0	0	1
ENSMUSG000000488746	3716	2251	3543	1954	1250	1306	4040	2702	3211	3686	4066	3751
ENSMUSG00000103783	81	67	64	51	33	47	92	64	47	79	123	105
ENSMUSG00000104315	111	96	135	67	62	79	127	73	116	140	210	216
ENSMUSG00000128750	1	3	3	4	4	6	3	2	1	1	1	5
ENSMUSG000000260647	42	24	48	11	14	14	78	54	52	70	91	57
ENSMUSG00000117310	82	35	56	7	7	5	72	54	46	31	31	25
ENSMUSG00000139019	19	17	27	48	24	27	25	19	24	19	28	22
ENSMUSG00000117091	0	3	0	3	1	3	4	0	1	0	0	0
ENSMUSG00000086726	3	1	1	3	3	8	1	2	1	1	1	3
ENSMUSG000000867270	7	8	20	27	31	41	25	13	21	7	3	5
ENSMUSG00000100910	2	12	16	47	23	56	25	11	11	3	2	10
ENSMUSG00000125934	5	2	5	11	10	12	9	9	2	1	1	4
ENSMUSG00002076113	0	0	1	0	1	2	2	4	2	1	1	0
ENSMUSG00000099796	0	0	0	1	2	2	1	1	0	0	0	0
ENSMUSG000000502174	1	3	4	8	6	4	6	2	4	0	0	8
ENSMUSG00000026063	0	3	7	4	3	2	2	1	4	0	3	1
ENSMUSG00000077664	0	2	0	1	1	2	0	0	1	0	0	0
ENSMUSG00000100205	0	1	0	6	2	4	1	0	0	0	0	0
ENSMUSG00000100592	0	1	0	0	2	6	0	0	2	0	0	0
ENSMUSG00000094215	0	0	0	2	4	4	3	0	2	0	0	0
ENSMUSG00000124860	2	4	3	3	0	5	1	1	3	1	2	1
ENSMUSG00000101093	4	4	3	9	11	11	2	1	3	5	0	0
ENSMUSG00000070960	12	4	8	3	1	3	16	16	10	10	6	14
ENSMUSG00000088620	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082159	2	3	3	5	1	11	1	0	5	1	1	5
ENSMUSG00000124101	2	1	3	10	4	12	4	0	7	0	0	2
ENSMUSG00000142221	0	4	3	4	0	10	1	2	1	3	0	4
ENSMUSG000000260582	9	24	35	48	50	73	23	14	21	12	7	9
ENSMUSG00000064688	0	2	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000103482	1	6	4	9	4	4	3	5	8	2	1	0
ENSMUSG00000104498	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000104313	0	0	4	14	5	9	1	2	2	0	0	1
ENSMUSG00000102865	0	3	1	9	7	10	5	2	2	0	0	1
ENSMUSG00000102321	4	3	14	17	9	16	12	7	6	7	1	9
ENSMUSG00000091318	26	64	54	234	76	120	10	5	17	14	8	12
ENSMUSG00000089489	1	0	0	6	2	7	0	0	0	0	0	1
ENSMUSG00000104433	2	10	5	18	8	14	9	3	7	2	1	4
ENSMUSG00002076392	0	0	0	3	1	2	0	0	0	0	0	0
ENSMUSG00000102926	9	16	24	66	25	44	10	4	21	2	8	6
ENSMUSG00000100497	3	1	2	13	12	17	5	2	6	0	0	4
ENSMUSG00000102917	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000100481	3	5	4	7	12	8	9	3	8	2	2	3
ENSMUSG00000100590	0	1	1	2	2	10	2	2	2	1	0	1
ENSMUSG00000131675	0	2	1	12	7	13	2	1	3	0	2	0
ENSMUSG00000088750	0	0	0	1	0	1	2	0	0	0	0	0
ENSMUSG00000104230	2	1	5	1	3	7	2	1	0	3	1	1
ENSMUSG00000101754	6	2	5	6	15	10	3	4	2	2	0	4
ENSMUSG00000137049	0	1	1	10	0	8	1	2	3	0	0	0
ENSMUSG00000065223	0	1	0	1	0	1	0	0	0	0	0	0
ENSMUSG00000100318	0	0	2	3	0	3	8	0	4	4	0	0
ENSMUSG00000132768	10	5	5	18	10	17	5	7	5	2	2	2
ENSMUSG00000101612	5	5	5	12	9	7	5	5	3	2	0	2
ENSMUSG00000065260	0	0	0	0	0	3	0	0	0	0	0	0
ENSMUSG000000261342	545	244	446	159	94	102	973	544	612	888	877	691
ENSMUSG00000101682	6	2	3	3	1	2	3	6	2	7	12	5
ENSMUSG00000138807	5	5	12	18	14	14	2	4	7	3	1	4
ENSMUSG00000102714	26	28	37	28	19	47	48	33	27	26	58	61
ENSMUSG00000102093	3	4	3	1	2	7	2	3	4	3	4	10
ENSMUSG00000138851	3	4	8	15	9	12	2	2	9	1	6	2
ENSMUSG00000103746	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102198	0	1	2	4	5	7	4	2	0	1	2	4
ENSMUSG00000121274	11	6	7	17	5	6	7	5	5	2	1	3
ENSMUSG000000047685	135	84	166	80	48	60	146	83	125	116	153	138
ENSMUSG00000042215	247	92	178	23	14	21	275	186	197	88	118	71
ENSMUSG00000103072	1	0	1	3	2	1	1	0	1	0	2	0
ENSMUSG000000421974	1985	1254	1815	995	679	683	2109	1406	1529	2369	3253	3126
ENSMUSG00000123811	0	2	5	2	4	8	1	4	5	0	3	4
ENSMUSG00000081402	3	2	3	8	1	8	7	0	4	1	0	1
ENSMUSG00000123789	0	0	0	3	5	4	0	1	2	0	0	0
ENSMUSG000000421827	58	28	66	47	29	32	88	60	59	72	83	60
ENSMUSG00000104416	1	2	2	3	2	8	1	2	2	0	0	1
ENSMUSG000000261312	483	303	495	607	356	525	596	407	481	700	887	923
ENSMUSG00000103596	2	6	12	12	5	16	3	9	4	11	0	6
ENSMUSG00000099382	0	2	0	1	2	1	4	0	3	1	1	1
ENSMUSG00000084506	0	0	0	0	0	0	0	0	3	0	0	0
ENSMUSG00000127497	3	1	2	2	0	1	0	1	2	0	0	1
ENSMUSG00000103364	7	14	13	26	10	18	21	3	3	6	5	11
ENSMUSG00000105982	0	0	0	0	1	3	0	1	0	0	0	0
ENSMUSG00000096992	9	11	15	23	19	29	12	24	9	33	24	19
ENSMUSG00000103001	1	1	6	4	3	5	4	0	3	0	5	1
ENSMUSG00000143827	1	1	0	0	4	1	3	1	0	1	1	0
ENSMUSG00000126561	0	0	1	1	0	2	1	1	1	0	0	0
ENSMUSG00000143057	1	0	1	2	1	3	2	2	0	1	0	6
ENSMUSG00000104397	1	1	4	2	7	8	0	3	1	0	0	0
ENSMUSG00000102839	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000141576	0	0	0	1	1	8	1	1	1	0	1	0
ENSMUSG00000101206	2	3	5	2	9	9	2	3	2	0	2	0
ENSMUSG00000142399	1	6	2	7	4	8	4	2	0	0	4	4
ENSMUSG00000102336	298	191	326	107	92	89	305	204	256	274	306	313
ENSMUSG00000101462	1	7	2	3	5	8	3	1	3	5	2	3
ENSMUSG00000121838	17	14	25	9	10	11	12	17	14	10	23	27
ENSMUSG00000092852	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG000000421110	556	239	481	95	80	93	504	432	476	395	415	287
ENSMUSG00000101711	4	0	1	2	0	1	8	6	3	6	8	7
ENSMUSG000000261274	1751	738	1257	284	268	296	1796	1351	1235	1101	1213	961
ENSMUSG00000100280	94	44	56	47	31	36	76	42	45	46	45	44
ENSMUSG000000261266	959	448	664	437	454	321	1159	685	683	1252	1367	927
ENSMUSG00000101223	28	35	39	24	19	27	41	29	41	22	47	35
ENSMUSG00000140102	31	21	31	22	17	32	31	21	30	14	21	13
ENSMUSG000000261250	6	8	2	14	6	9	1	2	3	4	2	3
ENSMUSG00000132507	1	1	1	7	4	1	3	0	3	1	0	1
ENSMUSG00000128226	1	0	2	0	5	1	0	0	1	0	1	1
ENSMUSG00000101116	0	0	1	0	0	0	0	0	1	0	2	0
ENSMUSG00000026124	6	5	2	8	2	9	2	1	7	1	2	0
ENSMUSG00000101803	0	0	5	1	2	7	4	0	1	1	0	2
ENSMUSG000000375294	6	3	4	13	11	16	8	3	5	3	4	0
ENSMUSG00000045815	0	0	0	5	6	0	1	2	0	0	0	0
ENSMUSG000000451741	7	3	9	21	14	29	11	8	8	10	3	10
ENSMUSG00000138441	14	9	15	33	15	27	28	15	19	4	6	14
ENSMUSG00000100524	0	0	0	2	2	3	1	0	0	0	0	0
ENSMUSG00000102499	0	0	0	0	6	0	0	0	1	0	1	1
ENSMUSG00000103521	0	4	2	4	5	3	6	0	7	0	0	3
ENSMUSG00000104098	0	0	2	5	4	2	2	1	0	0	0	4
ENSMUSG00000138482	0	2	5	4	3	13	7	4	5	0	2	2
ENSMUSG000000375092	186	121	194	66	84	109	210	131	163	244	250	241
ENSMUSG00000125398	1	0	4	10	7	10	1	2	9	1	0	0
ENSMUSG00000102537	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000102612	0	0	1	2	1	1	0	0	1	0	0	0
ENSMUSG00000118272	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104002	60	29	45	25	20	36	48	32	38	36	82	55
ENSMUSG000000375033	2748	1456	2707	984	887	904	2441	1707	1980	2910	3887	3603
ENSMUSG00000104358	123	85	156	59	39	77	80	59	62	132	227	220
ENSMUSG000000261232	1857	743	1379	369	295	324	1949	1567	1737	2311	2721	2195
ENSMUSG00000103716	2	11	2	8	7	7	14	8	5	7	6	3
ENSMUSG00000103548	0	1	0	2	0	3	1	4	0	2	0	0
ENSMUSG00000103760	4	5	11	9	4	6	7	4	2	3	4	3
ENSMUSG00000103997	0	2	0	1	1	1	2	0	0	0	0	0
ENSMUSG00000132530	0	0	1	2	1	14	2	2	0	0	0	2
ENSMUSG00000131914	0	0	0	2	2	6	1	1	0	0	0	1
ENSMUSG00000077231	0	1	0	1	2	4	0	0	0	0	0	0
ENSMUSG00000141296	4	0	3	5	2	7	4	2	2	2	1	0
ENSMUSG00000135071	0	0	0	5	2	8	0	0	0	0	1	1
ENSMUSG00000135032	1	3	1	3	2	11	3	2	0	3	0	0
ENSMUSG00000141845	0	1	4	4	1	3	0	0	1	0	2	0
ENSMUSG00000104417	22	27	58	81	55	68	60	29	36	29	29	32
ENSMUSG00000064601	0	1	0	3	4	1	0	1	0	0	1	0
ENSMUSG00000101714	1	2	0	4	9	4	4	0	1	0	0	0
ENSMUSG00000102531	2	3	3	10	10	16	4	1	4	0	0	0
ENSMUSG00000138845	3	1	7	15	13	12	4	0	5	0	3	4
ENSMUSG00000138886	0	0	0	6	4	7	6	3	2	0	0	3
ENSMUSG00000103096	2	2	1	3	5	3	3	4	4	5	1	2
ENSMUSG00000102279	4	0	2	4	2	2	4	0	4	1	1	0
ENSMUSG00000143922	4	1	2	16	4	20	5	3	3	1	0	1
ENSMUSG00000103708	8	7	6	14	25	32	16	6	9	1	3	10
ENSMUSG00000104201	0	0	0	2	0	6	1	0	0	0	1	0
ENSMUSG00000140889	5	14	13	41	19	41	14	6	6	3	0	1
ENSMUSG00000140969	1	2	5	5	6	9	5	3	0	1	1	2
ENSMUSG00000102434	1	0	1	6	0	10	5	0	6	0	2	3
ENSMUSG00000140927	2	3	1	4	6	10	1	0	0	0	2	0
ENSMUSG00000045216	262	129	271	89	63	90	218	139	166	173	255	221
ENSMUSG00000122855	14	14	16	13	8	11	7	6	13	9	14	16
ENSMUSG00000104523	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102202	32	46	63	80	44	59	49	31	30	38	64	79
ENSMUSG000000374705	3431	1902	2994	1411	1102	911	4133	2498	3015	4055	4401	4196
ENSMUSG00000098752	5	1	1	0	1	0	3	3	2	11	9	3
ENSMUSG00000136261	0	0	1	4	1	2	0	1	0	1	1	0
ENSMUSG00000134347	1	1	1	7	8	14	3	0	7	12	15	11
ENSMUSG00000047180	997	582	930	1060	962	767	1087	600	690	2853	3251	2789
ENSMUSG00000125625	9	7	8	20	21	17	9	12	8	43	43	30
ENSMUSG00000132917	21	6	8	9	7	9	18	6	10	8	4	1
ENSMUSG000000374477	2777	1216	2013	816	677	615	2690	1917	1918	2566	3443	3088
ENSMUSG00000131496	59	27	77	34	20	20	56	52	58	72	107	118
ENSMUSG00000102762	5	6	10	6	2	7	16	9	9	10	22	16
ENSMUSG000000104533	1449	631	1235	455	389	405	1217	964	941	1295	1743	1586
ENSMUSG00000098680	0	3	1	0	1	3	1	2	0	0	1	1
ENSMUSG000000374326	74	55	65	84	60	104	78	56	38	58	89	124
ENSMUSG000000011434	188	117	182	98	64	111	191	137	134	182	291	289
ENSMUSG00000137055	4	13	14	7	3	8	5	9	7	15	13	18
ENSMUSG00000137017	6	11	5	32	15	29	15	2	8	7	8	10
ENSMUSG00000137090	7	8	13	17	9	22	19	13	14	21	19	19
ENSMUSG000000374081	247	129	200	63	56	78	224	126	160	256	303	283
ENSMUSG00000104316	8	6	17	20	18	19	13	10	14	16	26	27
ENSMUSG00002075980	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG000000011384	438	189	407	159	125	114	415	159	258	434	619	548
ENSMUSG00000102845	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG000000676533	93	53	75	23	19	25	72	39	27	82	103	125
ENSMUSG00000109510	4	0	2	0	0	3	1	5	0	1	1	5
ENSMUSG000000796100	345	152	244	83	83	75	282	230	199	410	469	418
ENSMUSG00000126033	10	5	10	7	7	15	7	9	6	3	16	16
ENSMUSG000000261214	231	88	160	43	48	50	243	164	217	477	644	578
ENSMUSG00000087589	12	5	12	13	12	25	12	7	16	36	51	39
ENSMUSG000000463379	23	15	19	46	32	35	17	19	18	109	174	136
ENSMUSG00000089906	0	1	0	1	4	2	1	1	0	2	5	9
ENSMUSG00002075377	0	0	0	2	0	1	0	0	0	0	0	0
ENSMUSG000000615182	1519	602	1076	300	271	190	2191	1366	1270	2029	1700	1242
ENSMUSG000000373510	1206	448	877	272	257	271	1324	866	890	1102	1466	1117
ENSMUSG00000102416	6	6	11	17	16	14	7	2	6	8	3	3
ENSMUSG00000104237	5	7	4	15	11	19	10	7	9	6	6	6
ENSMUSG000000261171	3920	1267	2618	443	509	366	3499	2269	2413	3260	3923	2704
ENSMUSG00000121718	13	12	11	3	4	15	8	6	3	7	16	15
ENSMUSG00000097291	51	20	38	10	1	12	21	27	14	24	64	52
ENSMUSG00000141655	15	14	14	17	6	8	9	11	9	18	25	31
ENSMUSG000000261162	1477	923	1566	735	446	542	1439	1117	1092	1792	2722	2824
ENSMUSG00000127057	10	9	5	10	8	5	14	5	8	23	22	36
ENSMUSG00000103016	5	4	11	4	1	14	11	2	3	8	10	18
ENSMUSG00000102930	35	30	39	31	25	35	37	23	24	63	132	148
ENSMUSG00000103159	75	74	99	72	44	54	89	49	58	104	142	214
ENSMUSG00000080054	0	3	2	2	4	4	1	0	1	1	1	1
ENSMUSG00000136074	0	1	1	6	6	11	7	0	3	0	1	5
ENSMUSG00000142066	1	2	2	4	3	2	0	2	2	1	4	1
ENSMUSG00000129112	19	13	18	19	13	16	20	11	16	37	39	46
ENSMUSG00000119706	0	0	1	0	0	0	1	0	0	1	0	1
ENSMUSG000000501221	31	33	42	69	57	85	39	28	52	110	87	94
ENSMUSG00000131940	2	1	5	7	7	6	1	2	2	1	4	2
ENSMUSG00000141881	3	6	5	13	10	22	1	4	4	9	4	11
ENSMUSG00000103603	2	2	1	4	3	5	5	0	4	3	6	4
ENSMUSG00000131689	1	1	5	1	6	8	4	3	2	1	2	0
ENSMUSG000000261145	4	10	10	25	14	35	15	1	14	4	5	6
ENSMUSG00000125286	0	0	2	9	1	8	1	2	2	0	0	1
ENSMUSG00000139275	2	3	1	12	1	5	2	0	5	0	0	0
ENSMUSG00000102231	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG000000261138	961	497	860	257	215	256	869	622	631	770	1159	1202
ENSMUSG00000086064	22	19	33	8	13	14	16	17	10	12	27	43
ENSMUSG00000102879	5	4	5	3	3	6	9	3	3	3	5	10
ENSMUSG00000026112	1774	885	1376	401	377	319	1866	1332	1439	1494	1629	1573
ENSMUSG000000261116	515	198	367	119	195	106	619	437	453	725	773	490
ENSMUSG000000261106	625	457	611	520	425	427	716	664	559	1084	1390	1132
ENSMUSG00000103948	12	15	13	20	7	15	19	7	15	25	30	41
ENSMUSG00000087233	3	5	6	4	3	9	5	1	5	5	14	13
ENSMUSG00000134351	6	10	12	11	9	12	22	10	10	18	22	22
ENSMUSG00000129018	2	0	1	1	3	6	2	0	1	1	0	0
